experiment	run	tool	lock	version	sensitivity	paired	threads	seconds
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	unp	22	27.135
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	unp	25	27.31
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	unp	46	41.842
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	unp	34	32.551
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	unp	48	46.226
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	unp	7	24.676
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	unp	46	142.295
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	unp	34	70.699
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	unp	48	157.132
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	unp	19	27.649
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	unp	10	26.2
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	unp	25	29.6
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	unp	22	28.179
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	unp	40	108.646
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	unp	4	25.184
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	unp	16	27.044
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	unp	7	25.509
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	unp	31	49.619
